Name,Branch,Pass-out Year,Gender,Skills_1,Skills_2,Skills_3,Interests_1,Interests_2,Interests_3,Hobbies_1,Hobbies_2,Hobbies_3,10th Marks,12th Marks/Diploma Marks,Study Goals,Dream Companies,Currently Working On,Spoken Languages_1,Spoken Languages_2,Spoken Languages_3
Student_441,Mechanical,2026,Female,JavaScript,HTML,Java,Coding,Sports,UI/UX Design,Cricket,Dancing,Reading,91,88,Entrepreneurship,Wipro,Final Year Project,Hindi,Telugu,Marathi
Student_442,Civil,2024,Female,React,DBMS,Python,Gaming,Music,Drawing,Football,Reading,Painting,87,84,Entrepreneurship,TCS,Personal Project,Tamil,Marathi,Telugu
Student_443,Computer Science,2023,Male,SQL,DBMS,Node.js,Gaming,Data Science,Sports,Reading,Painting,Dancing,68,87,Entrepreneurship,EPAM,Final Year Project,English,Hindi,Tamil
Student_444,Electronics,2026,Male,React,C++,DBMS,Drawing,Machine Learning,Music,Painting,Singing,Reading,74,84,Good Job Placement,TCS,Final Year Project,Hindi,Bengali,Telugu
Student_445,Civil,2027,Non-binary,React,SQL,Node.js,Sports,Drawing,Music,Singing,Yoga,Reading,91,89,Good Job Placement,LTI Mindtree,Internship,Telugu,Tamil,Hindi
Student_446,Electronics,2027,Male,JavaScript,HTML,SQL,Music,Data Science,UI/UX Design,Painting,Gardening,Yoga,93,62,Good Job Placement,LTI Mindtree,Internship,Telugu,Tamil,Marathi
Student_447,Civil,2027,Female,C++,CSS,SQL,UI/UX Design,Machine Learning,Drawing,Yoga,Reading,Singing,68,66,Good Job Placement,Amazon,Final Year Project,Tamil,Bengali,Telugu
Student_448,Mechanical,2023,Male,HTML,C++,React,Drawing,Machine Learning,Music,Cricket,Singing,Football,98,68,Good Job Placement,Google,Final Year Project,Hindi,Marathi,English
Student_449,Information Technology,2027,Male,React,C++,DBMS,Sports,Coding,Music,Reading,Painting,Cricket,60,100,Higher Studies,TCS,Personal Project,Tamil,Bengali,Marathi
Student_450,Civil,2026,Female,React,C++,JavaScript,Sports,Coding,Data Science,Gardening,Cricket,Singing,76,96,Good Job Placement,Microsoft,Personal Project,Bengali,English,Tamil
Student_451,Information Technology,2023,Female,Python,HTML,SQL,Sports,Machine Learning,UI/UX Design,Reading,Gardening,Yoga,72,78,Entrepreneurship,LTI Mindtree,Internship,English,Marathi,Bengali
Student_452,Information Technology,2027,Female,DBMS,C++,Node.js,UI/UX Design,Drawing,Machine Learning,Gardening,Reading,Dancing,72,89,Higher Studies,EPAM,Personal Project,English,Telugu,Tamil
Student_453,Electronics,2023,Male,JavaScript,Python,CSS,Coding,UI/UX Design,Machine Learning,Yoga,Painting,Dancing,97,73,Good Job Placement,Google,Internship,English,Tamil,Telugu
Student_454,Electronics,2025,Male,JavaScript,CSS,C++,Music,Machine Learning,Data Science,Singing,Gardening,Painting,73,70,Higher Studies,Infosys,Personal Project,Marathi,Tamil,Bengali
Student_455,Information Technology,2025,Male,Java,Python,React,Sports,Music,Machine Learning,Gardening,Singing,Dancing,80,67,Higher Studies,EPAM,Personal Project,Marathi,Bengali,English
Student_456,Mechanical,2024,Male,SQL,CSS,JavaScript,Data Science,Music,Coding,Reading,Dancing,Cricket,79,65,Entrepreneurship,TCS,Personal Project,Telugu,Hindi,Tamil
Student_457,Civil,2025,Male,C++,HTML,CSS,Coding,Gaming,UI/UX Design,Cricket,Painting,Reading,96,96,Higher Studies,Microsoft,Personal Project,Bengali,Telugu,Hindi
Student_458,Information Technology,2025,Male,Python,JavaScript,DBMS,Drawing,UI/UX Design,Sports,Singing,Reading,Dancing,86,80,Good Job Placement,Amazon,Personal Project,Telugu,Marathi,Tamil
Student_459,Information Technology,2024,Non-binary,SQL,HTML,CSS,Drawing,Coding,Music,Yoga,Gardening,Cricket,92,65,Higher Studies,Microsoft,Internship,Bengali,Telugu,Tamil
Student_460,Electronics,2023,Female,Python,Node.js,C++,Music,Sports,Machine Learning,Singing,Gardening,Cricket,68,86,Good Job Placement,Wipro,Internship,English,Hindi,Marathi
Student_461,Information Technology,2027,Non-binary,C++,HTML,DBMS,Drawing,Gaming,Data Science,Football,Singing,Yoga,63,91,Entrepreneurship,Wipro,Final Year Project,Marathi,Bengali,Tamil
Student_462,Information Technology,2023,Non-binary,JavaScript,React,DBMS,Music,Data Science,Machine Learning,Reading,Gardening,Cricket,73,98,Entrepreneurship,Infosys,Internship,Tamil,Telugu,Bengali
Student_463,Computer Science,2023,Male,React,DBMS,Java,Gaming,Drawing,Coding,Dancing,Yoga,Painting,72,75,Higher Studies,LTI Mindtree,Internship,English,Telugu,Bengali
Student_464,Electronics,2024,Male,Node.js,HTML,DBMS,Music,Sports,Machine Learning,Yoga,Gardening,Dancing,96,92,Good Job Placement,Google,Internship,English,Marathi,Bengali
Student_465,Civil,2026,Male,C++,DBMS,JavaScript,UI/UX Design,Machine Learning,Sports,Reading,Singing,Football,70,95,Entrepreneurship,LTI Mindtree,Final Year Project,English,Bengali,Tamil
Student_466,Information Technology,2025,Non-binary,Python,Node.js,HTML,Sports,Music,Coding,Reading,Yoga,Gardening,74,62,Good Job Placement,TCS,Internship,English,Hindi,Marathi
Student_467,Information Technology,2024,Male,React,HTML,Python,Machine Learning,UI/UX Design,Data Science,Gardening,Yoga,Reading,90,82,Entrepreneurship,EPAM,Personal Project,English,Tamil,Marathi
Student_468,Information Technology,2025,Male,React,C++,SQL,UI/UX Design,Music,Coding,Reading,Painting,Football,75,85,Good Job Placement,LTI Mindtree,Final Year Project,Hindi,Bengali,English
Student_469,Computer Science,2026,Non-binary,DBMS,HTML,JavaScript,Gaming,UI/UX Design,Coding,Reading,Singing,Painting,78,91,Entrepreneurship,EPAM,Personal Project,Marathi,Bengali,Tamil
Student_470,Computer Science,2027,Female,SQL,HTML,DBMS,Data Science,Drawing,UI/UX Design,Dancing,Painting,Gardening,97,85,Good Job Placement,Amazon,Final Year Project,English,Marathi,Bengali
Student_471,Computer Science,2026,Non-binary,Java,SQL,DBMS,Machine Learning,Drawing,Gaming,Singing,Cricket,Dancing,85,77,Good Job Placement,TCS,Internship,English,Bengali,Tamil
Student_472,Electronics,2026,Non-binary,SQL,JavaScript,CSS,Data Science,UI/UX Design,Music,Reading,Gardening,Painting,68,88,Good Job Placement,LTI Mindtree,Internship,English,Marathi,Tamil
Student_473,Electronics,2025,Female,Node.js,Python,JavaScript,Machine Learning,Sports,UI/UX Design,Gardening,Painting,Singing,71,75,Good Job Placement,LTI Mindtree,Internship,Marathi,Bengali,English
Student_474,Information Technology,2024,Male,JavaScript,React,Node.js,Music,Machine Learning,Gaming,Reading,Dancing,Singing,71,97,Entrepreneurship,LTI Mindtree,Internship,Hindi,Telugu,English
Student_475,Computer Science,2025,Female,HTML,SQL,CSS,Machine Learning,Data Science,Gaming,Yoga,Football,Dancing,73,60,Higher Studies,LTI Mindtree,Internship,English,Bengali,Telugu
Student_476,Computer Science,2024,Non-binary,JavaScript,DBMS,Python,Sports,Data Science,Drawing,Dancing,Painting,Gardening,87,82,Entrepreneurship,Microsoft,Internship,Telugu,Tamil,Hindi
Student_477,Information Technology,2026,Male,SQL,DBMS,Python,Music,Coding,Drawing,Cricket,Singing,Dancing,63,77,Good Job Placement,LTI Mindtree,Internship,Hindi,Tamil,Bengali
Student_478,Mechanical,2023,Female,Java,JavaScript,Node.js,Gaming,Sports,Drawing,Singing,Painting,Football,79,68,Entrepreneurship,Amazon,Internship,Tamil,Bengali,Hindi
Student_479,Information Technology,2025,Female,SQL,C++,Java,Coding,Drawing,Machine Learning,Cricket,Yoga,Gardening,81,71,Good Job Placement,Infosys,Final Year Project,Telugu,Hindi,Bengali
Student_480,Electronics,2024,Female,Node.js,DBMS,JavaScript,Data Science,Drawing,Sports,Gardening,Painting,Yoga,66,97,Good Job Placement,Infosys,Internship,Telugu,Hindi,Marathi
Student_481,Computer Science,2023,Non-binary,SQL,CSS,C++,Machine Learning,Music,Sports,Singing,Dancing,Painting,74,66,Entrepreneurship,EPAM,Personal Project,English,Tamil,Hindi
Student_482,Computer Science,2027,Male,SQL,DBMS,Node.js,Machine Learning,UI/UX Design,Data Science,Reading,Cricket,Gardening,73,99,Higher Studies,LTI Mindtree,Final Year Project,Telugu,Bengali,Marathi
Student_483,Computer Science,2023,Male,C++,Java,Python,Drawing,Data Science,Gaming,Gardening,Painting,Singing,91,85,Entrepreneurship,Google,Personal Project,Tamil,Marathi,Telugu
Student_484,Computer Science,2025,Male,SQL,React,CSS,Music,Sports,Machine Learning,Yoga,Singing,Cricket,83,85,Entrepreneurship,EPAM,Final Year Project,Tamil,Bengali,Telugu
Student_485,Electronics,2024,Male,DBMS,Node.js,SQL,Sports,Data Science,UI/UX Design,Yoga,Football,Dancing,92,60,Entrepreneurship,Google,Personal Project,Marathi,Hindi,Tamil
Student_486,Computer Science,2023,Male,C++,DBMS,SQL,Data Science,Music,Sports,Cricket,Singing,Painting,96,96,Higher Studies,TCS,Personal Project,Hindi,Tamil,Marathi
Student_487,Civil,2027,Female,JavaScript,C++,HTML,Sports,Gaming,Music,Dancing,Cricket,Painting,91,79,Higher Studies,Microsoft,Personal Project,English,Marathi,Telugu
Student_488,Electronics,2027,Female,C++,HTML,JavaScript,Data Science,Drawing,Machine Learning,Reading,Gardening,Cricket,78,70,Higher Studies,Google,Internship,Tamil,Marathi,Telugu
Student_489,Computer Science,2025,Female,CSS,DBMS,SQL,UI/UX Design,Gaming,Machine Learning,Yoga,Painting,Dancing,87,99,Entrepreneurship,Microsoft,Internship,Hindi,Bengali,Telugu
Student_490,Civil,2024,Female,JavaScript,DBMS,CSS,Data Science,Music,Sports,Reading,Painting,Dancing,96,95,Entrepreneurship,Amazon,Personal Project,Bengali,English,Tamil
Student_491,Civil,2025,Non-binary,Node.js,Java,Python,Gaming,Coding,Sports,Reading,Cricket,Football,97,64,Good Job Placement,Microsoft,Final Year Project,Hindi,Telugu,Tamil
Student_492,Computer Science,2026,Male,SQL,DBMS,Python,Data Science,UI/UX Design,Drawing,Football,Singing,Yoga,69,98,Higher Studies,TCS,Final Year Project,Marathi,Bengali,English
Student_493,Mechanical,2027,Female,SQL,JavaScript,Java,Machine Learning,Drawing,Music,Painting,Football,Cricket,71,81,Good Job Placement,EPAM,Final Year Project,Telugu,Marathi,English
Student_494,Civil,2024,Non-binary,C++,React,SQL,Data Science,Coding,Gaming,Reading,Football,Painting,86,67,Higher Studies,EPAM,Personal Project,English,Marathi,Bengali
Student_495,Electronics,2025,Female,SQL,Java,DBMS,Gaming,Sports,Machine Learning,Football,Dancing,Yoga,74,71,Entrepreneurship,Google,Internship,Hindi,Marathi,English
Student_496,Mechanical,2023,Non-binary,SQL,DBMS,Java,Machine Learning,Music,Drawing,Yoga,Singing,Cricket,98,62,Higher Studies,TCS,Personal Project,Telugu,Tamil,Bengali
Student_497,Computer Science,2023,Male,DBMS,JavaScript,Node.js,Coding,Sports,Data Science,Painting,Gardening,Football,67,81,Good Job Placement,Infosys,Final Year Project,English,Tamil,Hindi
Student_498,Computer Science,2026,Female,SQL,JavaScript,HTML,Gaming,Data Science,Sports,Reading,Cricket,Gardening,95,95,Higher Studies,Wipro,Final Year Project,Hindi,Telugu,Tamil
Student_499,Civil,2027,Non-binary,Java,SQL,CSS,UI/UX Design,Machine Learning,Drawing,Yoga,Gardening,Painting,89,90,Higher Studies,EPAM,Personal Project,Tamil,Hindi,Telugu
Student_500,Electronics,2027,Male,Java,CSS,React,Data Science,Machine Learning,Drawing,Reading,Yoga,Gardening,79,82,Entrepreneurship,LTI Mindtree,Internship,English,Marathi,Telugu
Student_501,Electronics,2025,Non-binary,C++,JavaScript,Node.js,Data Science,Drawing,Coding,Yoga,Football,Dancing,73,92,Good Job Placement,Infosys,Internship,Hindi,Marathi,Bengali
Student_502,Computer Science,2023,Non-binary,SQL,HTML,React,Music,Machine Learning,UI/UX Design,Painting,Dancing,Yoga,89,60,Good Job Placement,Microsoft,Final Year Project,English,Tamil,Telugu
Student_503,Mechanical,2023,Female,HTML,React,DBMS,UI/UX Design,Sports,Gaming,Football,Dancing,Cricket,72,87,Higher Studies,LTI Mindtree,Personal Project,Tamil,Telugu,Hindi
Student_504,Mechanical,2025,Female,DBMS,Node.js,CSS,UI/UX Design,Coding,Machine Learning,Football,Gardening,Cricket,86,77,Entrepreneurship,Google,Final Year Project,English,Hindi,Bengali
Student_505,Computer Science,2025,Male,React,DBMS,Node.js,UI/UX Design,Sports,Gaming,Football,Dancing,Gardening,73,67,Higher Studies,EPAM,Final Year Project,Tamil,Hindi,Bengali
Student_506,Computer Science,2027,Non-binary,CSS,Java,Node.js,Coding,Sports,Music,Reading,Dancing,Cricket,84,91,Good Job Placement,Google,Final Year Project,English,Telugu,Tamil
Student_507,Electronics,2026,Male,SQL,CSS,Java,Machine Learning,Coding,Drawing,Cricket,Singing,Painting,81,99,Good Job Placement,Wipro,Internship,Bengali,Tamil,Marathi
Student_508,Electronics,2025,Male,Java,HTML,SQL,UI/UX Design,Machine Learning,Drawing,Gardening,Dancing,Painting,81,62,Good Job Placement,Wipro,Internship,English,Tamil,Bengali
Student_509,Information Technology,2025,Non-binary,C++,CSS,Java,Data Science,Drawing,Machine Learning,Gardening,Dancing,Football,99,92,Entrepreneurship,LTI Mindtree,Personal Project,Telugu,English,Bengali
Student_510,Information Technology,2024,Female,DBMS,React,Node.js,Music,Coding,Data Science,Football,Dancing,Gardening,88,73,Good Job Placement,TCS,Final Year Project,Tamil,Marathi,Telugu
Student_511,Computer Science,2024,Female,Java,DBMS,C++,UI/UX Design,Music,Gaming,Football,Gardening,Singing,91,67,Entrepreneurship,EPAM,Internship,Tamil,Bengali,Hindi
Student_512,Electronics,2024,Female,C++,JavaScript,SQL,Sports,Coding,Data Science,Cricket,Football,Reading,65,89,Higher Studies,Google,Internship,Telugu,English,Bengali
Student_513,Computer Science,2023,Male,React,Java,CSS,Coding,Drawing,Machine Learning,Football,Singing,Yoga,64,74,Entrepreneurship,Wipro,Personal Project,Tamil,Hindi,Marathi
Student_514,Mechanical,2024,Non-binary,React,DBMS,C++,Data Science,Sports,Coding,Cricket,Singing,Dancing,99,71,Higher Studies,LTI Mindtree,Personal Project,Hindi,Telugu,Tamil
Student_515,Computer Science,2023,Non-binary,React,Python,Node.js,Data Science,Machine Learning,Coding,Cricket,Yoga,Reading,74,65,Higher Studies,LTI Mindtree,Internship,Marathi,Tamil,Telugu
Student_516,Electronics,2025,Male,JavaScript,React,Node.js,Coding,UI/UX Design,Gaming,Singing,Football,Dancing,78,97,Entrepreneurship,Amazon,Personal Project,Bengali,Telugu,English
Student_517,Electronics,2026,Male,HTML,React,DBMS,Music,Gaming,UI/UX Design,Yoga,Dancing,Football,76,62,Good Job Placement,EPAM,Internship,English,Telugu,Bengali
Student_518,Mechanical,2024,Non-binary,C++,SQL,Python,UI/UX Design,Coding,Gaming,Dancing,Yoga,Football,63,85,Entrepreneurship,Infosys,Personal Project,Tamil,Telugu,Marathi
Student_519,Civil,2026,Non-binary,Python,Java,CSS,Sports,Coding,Data Science,Painting,Dancing,Singing,73,64,Higher Studies,Amazon,Internship,Tamil,English,Bengali
Student_520,Electronics,2024,Male,CSS,Python,JavaScript,Music,UI/UX Design,Drawing,Dancing,Singing,Gardening,76,69,Entrepreneurship,Amazon,Internship,Hindi,Tamil,Marathi
Student_521,Information Technology,2023,Non-binary,JavaScript,CSS,DBMS,Coding,UI/UX Design,Gaming,Dancing,Cricket,Painting,95,90,Entrepreneurship,Google,Internship,Hindi,Telugu,Bengali
Student_522,Information Technology,2024,Female,C++,HTML,CSS,Machine Learning,Music,Sports,Dancing,Singing,Gardening,93,70,Entrepreneurship,Google,Internship,Telugu,Tamil,Bengali
Student_523,Computer Science,2025,Male,Python,C++,HTML,Music,Machine Learning,Data Science,Painting,Football,Gardening,82,82,Entrepreneurship,Amazon,Internship,Telugu,English,Hindi
Student_524,Civil,2027,Non-binary,React,SQL,CSS,Coding,Machine Learning,Drawing,Dancing,Football,Singing,94,89,Higher Studies,Wipro,Personal Project,Marathi,Telugu,Bengali
Student_525,Mechanical,2027,Non-binary,JavaScript,Java,Python,UI/UX Design,Machine Learning,Coding,Painting,Football,Singing,68,95,Good Job Placement,LTI Mindtree,Internship,Telugu,English,Hindi
Student_526,Computer Science,2025,Female,Node.js,DBMS,HTML,Music,Sports,Machine Learning,Singing,Gardening,Football,69,77,Entrepreneurship,TCS,Internship,Telugu,Marathi,Bengali
Student_527,Civil,2025,Female,CSS,DBMS,Node.js,Gaming,Music,Coding,Painting,Reading,Gardening,85,75,Higher Studies,Infosys,Personal Project,Hindi,Telugu,English
Student_528,Civil,2023,Female,HTML,DBMS,Python,Music,Gaming,Data Science,Reading,Singing,Football,100,92,Good Job Placement,Infosys,Final Year Project,Marathi,English,Bengali
Student_529,Civil,2024,Male,JavaScript,CSS,Node.js,Machine Learning,Music,Coding,Singing,Football,Yoga,72,89,Higher Studies,Amazon,Personal Project,Bengali,Hindi,Tamil
Student_530,Civil,2024,Male,SQL,JavaScript,CSS,Gaming,UI/UX Design,Data Science,Cricket,Painting,Yoga,94,80,Higher Studies,TCS,Final Year Project,Hindi,English,Tamil
Student_531,Civil,2024,Female,React,HTML,JavaScript,Sports,Drawing,Machine Learning,Football,Singing,Yoga,91,90,Good Job Placement,Wipro,Personal Project,Hindi,English,Bengali
Student_532,Computer Science,2026,Non-binary,React,Python,CSS,Gaming,Drawing,Coding,Gardening,Painting,Football,72,90,Higher Studies,EPAM,Final Year Project,Hindi,English,Telugu
Student_533,Electronics,2026,Non-binary,Java,CSS,Python,Machine Learning,Music,UI/UX Design,Football,Singing,Painting,93,69,Good Job Placement,TCS,Final Year Project,Marathi,English,Bengali
Student_534,Mechanical,2023,Male,Node.js,JavaScript,React,Drawing,Coding,Machine Learning,Dancing,Reading,Painting,90,74,Good Job Placement,Microsoft,Personal Project,Tamil,Telugu,Hindi
Student_535,Civil,2024,Non-binary,SQL,Node.js,React,UI/UX Design,Machine Learning,Music,Painting,Football,Singing,72,97,Entrepreneurship,Google,Personal Project,Tamil,Bengali,Telugu
Student_536,Computer Science,2027,Non-binary,Java,Python,DBMS,UI/UX Design,Data Science,Sports,Reading,Singing,Cricket,62,77,Entrepreneurship,EPAM,Final Year Project,Bengali,English,Tamil
Student_537,Electronics,2027,Non-binary,SQL,HTML,React,Coding,UI/UX Design,Drawing,Yoga,Singing,Reading,90,100,Entrepreneurship,Wipro,Final Year Project,English,Tamil,Telugu
Student_538,Computer Science,2027,Male,Python,C++,JavaScript,Drawing,Coding,UI/UX Design,Painting,Gardening,Cricket,97,99,Entrepreneurship,EPAM,Internship,Tamil,Bengali,Marathi
Student_539,Electronics,2026,Male,Java,SQL,DBMS,Music,Machine Learning,Drawing,Yoga,Singing,Gardening,64,92,Good Job Placement,Wipro,Final Year Project,English,Telugu,Tamil
Student_540,Electronics,2024,Female,React,C++,DBMS,Coding,Data Science,UI/UX Design,Gardening,Dancing,Yoga,96,88,Higher Studies,Microsoft,Internship,Hindi,Tamil,Marathi
Student_541,Information Technology,2027,Non-binary,JavaScript,CSS,C++,Gaming,Coding,Drawing,Cricket,Reading,Singing,82,81,Entrepreneurship,Infosys,Internship,Telugu,Hindi,Tamil
Student_542,Electronics,2024,Male,Node.js,CSS,React,Data Science,Sports,Music,Yoga,Painting,Dancing,90,75,Entrepreneurship,Amazon,Personal Project,Marathi,English,Hindi
Student_543,Mechanical,2027,Non-binary,React,DBMS,Python,Drawing,UI/UX Design,Machine Learning,Singing,Reading,Yoga,62,78,Entrepreneurship,TCS,Final Year Project,Telugu,Hindi,Bengali
Student_544,Mechanical,2026,Non-binary,HTML,Node.js,React,Data Science,Drawing,Coding,Football,Cricket,Singing,67,81,Higher Studies,Infosys,Final Year Project,Marathi,English,Hindi
Student_545,Mechanical,2027,Male,DBMS,CSS,SQL,Gaming,UI/UX Design,Coding,Football,Yoga,Singing,100,86,Good Job Placement,EPAM,Final Year Project,Bengali,Hindi,Marathi
Student_546,Electronics,2024,Female,Python,CSS,JavaScript,Gaming,Music,Data Science,Dancing,Gardening,Painting,92,78,Higher Studies,Microsoft,Personal Project,Marathi,Telugu,English
Student_547,Computer Science,2026,Female,CSS,JavaScript,HTML,Gaming,Sports,Drawing,Gardening,Football,Painting,99,72,Higher Studies,Amazon,Final Year Project,Hindi,Telugu,Tamil
Student_548,Electronics,2026,Female,Java,Node.js,React,Data Science,Sports,Machine Learning,Reading,Dancing,Cricket,75,69,Entrepreneurship,Microsoft,Internship,Hindi,Tamil,English
Student_549,Mechanical,2026,Non-binary,Java,JavaScript,SQL,Sports,Machine Learning,Drawing,Gardening,Yoga,Reading,84,85,Good Job Placement,Amazon,Final Year Project,Tamil,English,Hindi
Student_550,Mechanical,2025,Male,HTML,Python,Java,UI/UX Design,Gaming,Machine Learning,Painting,Yoga,Reading,68,70,Higher Studies,Infosys,Personal Project,Telugu,Hindi,Bengali
Student_551,Civil,2023,Male,C++,DBMS,React,Drawing,Music,Coding,Cricket,Gardening,Singing,99,90,Higher Studies,EPAM,Personal Project,Marathi,Telugu,Bengali
Student_552,Mechanical,2023,Male,HTML,Java,DBMS,Sports,Machine Learning,Gaming,Singing,Painting,Reading,65,84,Entrepreneurship,Microsoft,Personal Project,Hindi,Marathi,Telugu
Student_553,Computer Science,2026,Female,Python,JavaScript,CSS,Sports,Gaming,Drawing,Football,Dancing,Gardening,80,94,Entrepreneurship,Microsoft,Internship,Bengali,English,Telugu
Student_554,Electronics,2026,Non-binary,CSS,HTML,JavaScript,Drawing,Music,Machine Learning,Cricket,Yoga,Painting,100,75,Higher Studies,Amazon,Personal Project,Tamil,English,Hindi
Student_555,Mechanical,2027,Female,HTML,Node.js,SQL,UI/UX Design,Machine Learning,Drawing,Singing,Dancing,Football,70,81,Entrepreneurship,TCS,Personal Project,Marathi,Tamil,Hindi
Student_556,Computer Science,2025,Non-binary,Python,CSS,HTML,Coding,Gaming,Machine Learning,Singing,Dancing,Cricket,76,91,Higher Studies,Amazon,Final Year Project,Marathi,Telugu,Hindi
Student_557,Mechanical,2023,Non-binary,DBMS,SQL,CSS,Data Science,Music,Gaming,Football,Gardening,Yoga,100,90,Entrepreneurship,Microsoft,Internship,Bengali,Telugu,Hindi
Student_558,Information Technology,2025,Male,SQL,JavaScript,Java,Data Science,Gaming,Machine Learning,Painting,Yoga,Reading,69,75,Good Job Placement,Google,Personal Project,Marathi,Hindi,Bengali
Student_559,Information Technology,2027,Female,React,HTML,C++,Music,UI/UX Design,Data Science,Dancing,Singing,Gardening,63,76,Higher Studies,Infosys,Internship,English,Tamil,Telugu
Student_560,Civil,2027,Non-binary,CSS,Node.js,SQL,Data Science,Machine Learning,Coding,Dancing,Singing,Painting,94,60,Entrepreneurship,LTI Mindtree,Internship,Bengali,Tamil,Hindi
Student_561,Civil,2026,Female,C++,Node.js,Python,UI/UX Design,Drawing,Sports,Football,Cricket,Yoga,99,75,Higher Studies,Microsoft,Personal Project,English,Hindi,Marathi
Student_562,Electronics,2024,Female,React,SQL,Node.js,Drawing,Sports,Machine Learning,Cricket,Painting,Football,99,78,Good Job Placement,Amazon,Final Year Project,Telugu,English,Hindi
Student_563,Electronics,2024,Male,Python,React,Java,Machine Learning,Coding,Music,Gardening,Cricket,Reading,76,85,Good Job Placement,Wipro,Internship,Tamil,Marathi,Bengali
Student_564,Electronics,2023,Female,CSS,Node.js,Java,UI/UX Design,Drawing,Machine Learning,Dancing,Singing,Painting,100,91,Good Job Placement,Google,Personal Project,English,Hindi,Telugu
Student_565,Computer Science,2027,Non-binary,C++,JavaScript,Python,Data Science,Drawing,Gaming,Painting,Singing,Gardening,84,76,Good Job Placement,Microsoft,Final Year Project,Hindi,English,Marathi
Student_566,Information Technology,2024,Non-binary,DBMS,Java,HTML,Machine Learning,Gaming,Data Science,Painting,Singing,Football,85,81,Higher Studies,LTI Mindtree,Final Year Project,English,Tamil,Marathi
Student_567,Information Technology,2026,Female,C++,React,JavaScript,Gaming,Data Science,Sports,Dancing,Football,Gardening,99,94,Higher Studies,Amazon,Personal Project,Hindi,Telugu,Bengali
Student_568,Electronics,2025,Non-binary,Java,SQL,React,Drawing,Machine Learning,Data Science,Painting,Football,Dancing,93,91,Good Job Placement,LTI Mindtree,Personal Project,Bengali,Telugu,Tamil
Student_569,Computer Science,2023,Male,CSS,C++,Java,Machine Learning,Drawing,Sports,Football,Gardening,Singing,84,65,Good Job Placement,EPAM,Internship,Hindi,Bengali,English
Student_570,Information Technology,2027,Female,Python,SQL,Node.js,Drawing,Music,UI/UX Design,Singing,Dancing,Football,76,68,Good Job Placement,LTI Mindtree,Final Year Project,Hindi,Bengali,Telugu
Student_571,Civil,2023,Male,CSS,HTML,JavaScript,UI/UX Design,Music,Gaming,Football,Painting,Gardening,75,100,Good Job Placement,EPAM,Final Year Project,Bengali,Marathi,Hindi
Student_572,Civil,2027,Female,C++,SQL,DBMS,Drawing,Coding,Gaming,Painting,Yoga,Singing,94,83,Entrepreneurship,Google,Final Year Project,Marathi,Bengali,Hindi
Student_573,Information Technology,2023,Non-binary,CSS,Java,Python,Machine Learning,Music,Data Science,Cricket,Gardening,Reading,71,95,Good Job Placement,Amazon,Internship,Telugu,Marathi,Hindi
Student_574,Civil,2027,Female,Node.js,JavaScript,Java,Music,UI/UX Design,Sports,Football,Singing,Painting,83,94,Entrepreneurship,LTI Mindtree,Final Year Project,Hindi,Marathi,English
Student_575,Information Technology,2025,Male,CSS,SQL,HTML,Gaming,Data Science,Drawing,Singing,Cricket,Painting,80,71,Entrepreneurship,LTI Mindtree,Internship,Bengali,English,Hindi
Student_576,Electronics,2026,Male,JavaScript,Python,SQL,Gaming,Coding,Machine Learning,Singing,Reading,Cricket,84,83,Good Job Placement,LTI Mindtree,Final Year Project,Marathi,English,Hindi
Student_577,Computer Science,2023,Female,C++,Java,Python,Music,Drawing,Machine Learning,Gardening,Cricket,Reading,98,63,Higher Studies,Google,Final Year Project,Marathi,Telugu,English
Student_578,Civil,2023,Female,JavaScript,DBMS,HTML,Data Science,Machine Learning,Gaming,Cricket,Painting,Football,83,94,Good Job Placement,EPAM,Final Year Project,English,Hindi,Tamil
Student_579,Civil,2026,Non-binary,SQL,HTML,CSS,Sports,Gaming,Music,Yoga,Cricket,Painting,73,90,Higher Studies,LTI Mindtree,Final Year Project,Marathi,Hindi,English
Student_580,Electronics,2023,Non-binary,React,HTML,SQL,Sports,Drawing,Music,Painting,Gardening,Cricket,68,93,Good Job Placement,EPAM,Internship,Bengali,Hindi,Marathi
Student_581,Information Technology,2026,Male,SQL,React,HTML,Sports,Machine Learning,Drawing,Cricket,Football,Singing,86,99,Entrepreneurship,Amazon,Personal Project,Marathi,Bengali,Telugu
Student_582,Civil,2023,Female,HTML,React,Python,Machine Learning,Drawing,Music,Football,Cricket,Singing,73,95,Good Job Placement,LTI Mindtree,Final Year Project,Marathi,Tamil,Hindi
Student_583,Information Technology,2023,Male,HTML,React,Java,Machine Learning,Music,UI/UX Design,Dancing,Yoga,Cricket,88,74,Good Job Placement,Wipro,Internship,Marathi,Tamil,Telugu
Student_584,Information Technology,2027,Female,Python,SQL,Node.js,UI/UX Design,Machine Learning,Sports,Painting,Singing,Football,76,64,Entrepreneurship,EPAM,Personal Project,Hindi,English,Marathi
Student_585,Mechanical,2027,Non-binary,HTML,CSS,SQL,Coding,Machine Learning,Data Science,Reading,Yoga,Cricket,89,67,Entrepreneurship,TCS,Internship,English,Bengali,Tamil
Student_586,Civil,2024,Female,C++,DBMS,HTML,Sports,Machine Learning,Music,Reading,Yoga,Dancing,100,87,Entrepreneurship,TCS,Final Year Project,Tamil,Telugu,Hindi
